ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	CLPA_IDS	CONCEPTICON_ID	GLOTTOLOG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	TURCHINID	INFOMAP
2498	Thao	sand	bunaz	b u n a z	515	257 868 107 997 80	671	thao1240	1 7 4 7 3	AXBYN	PYNAS	17	17.P.C 17.Y.V 17.N.C 17.A.V 17.S.c	2.0 1.5 1.75 1.3 0.8	0	1980	1343
2499	Palauan	sand	cʰelecʰol	cʰ e l e cʰ o l	1335	604 1089 554 1089 604 887 554	671	pala1344	1 7 5 7 1 7 5	AXBYBYN	CELECUL	14	14.C.C 14.E.V 14.L.C 14.E.V 14.C.C 14.U.V 14.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	1990	1350
2500	Tunjung	sand	pasir	p a s i r	702	291 997 89 1076 153	671	tunj1244	1 7 3 7 5	AXBYN	PASIR	19	19.P.C 19.A.V 19.S.C 19.I.V 19.R.c	2.0 1.5 1.75 1.3 0.8	0	1985	1344
2501	Bare'e	sand	bone	b o n e	158	257 887 107 1089	671	pamo1252	1 7 4 7	AXBZ	PUNE	3	3.P.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	0	1980	1343
2502	Iban	sand	pasir	p a s i r	702	291 997 89 1076 153	671	iban1264	1 7 3 7 5	AXBYN	PASIR	8	8.P.C 8.A.V 8.S.C 8.I.V 8.R.c	2.0 1.5 1.75 1.3 0.8	0	1985	1344
2503	Berawan_Long_Terawan	sand	raiʔ	r a i ʔ	1669	153 997 1076 409	671	west2564	5 7 7 1	AXYN	RAIH	4	4.R.C 4.A.V 4.I.V 4.H.c	2.0 1.5 1.3 0.8	0	1981	1355
2504	Moken	sand	kənaj	k ə n a j	158	838 1022 107 997 570	671	moke1242	1 7 4 7 6	AXBYN	KENAJ	12	12.K.C 12.E.V 12.N.C 12.A.V 12.J.c	2.0 1.5 1.75 1.3 0.8	0	1988	1351
2505	Hanunoo	sand	baras	b a r a s	218	257 997 153 997 89	671	hanu1241	1 7 5 7 3	AXBYN	PARAS	7	7.P.C 7.A.V 7.R.C 7.A.V 7.S.c	2.0 1.5 1.75 1.3 0.8	0	1984	1353
2506	Wuna	sand	bone	b o n e	158	257 887 107 1089	671	muna1247	1 7 4 7	AXBZ	PUNE	20	20.P.C 20.U.V 20.N.C 20.E.V	2.0 1.5 1.75 0.8	0	1980	1343
2507	Tetum	sand	rai#henik	r a i _ h e n i k	370	153 997 1076 1190 405 1089 107 1076 838	671	tetu1246	5 7 7 9 3 7 4 7 1	AXZ_AXBYN	RAI_HENIK	16	16.R.C 16.A.V 16.I.V 16._._ 16.H.C 16.E.V 16.N.C 16.I.V 16.K.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	0	1992	1348
2508	Mailu	sand	one	o n e	158	887 107 1089	671	mail1248	7 4 7	XBZ	UNE	9	9.U.V 9.N.C 9.E.V	1.5 1.75 0.8	0	1983	1345
2509	Tsou	sand	fujufuʔu	f u j u f u ʔ u	2176	452 868 570 868 452 868 409 868	671	tsou1248	3 7 6 7 3 7 1 7	AXBYBYBZ	BYJYBYHY	18	18.B.C 18.Y.V 18.J.C 18.Y.V 18.B.C 18.Y.V 18.H.C 18.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	1994	1347
2510	Nias	sand	ene	e n e	158	1089 107 1089	671	nias1242	7 4 7	XBZ	ENE	13	13.E.V 13.N.C 13.E.V	1.5 1.75 0.8	0	1983	1345
2511	Central Amis	sand	tafuk	t a f u k	2435	120 997 452 868 838	671	amis1246	1 7 3 7 1	AXBYN	TABYK	5	5.T.C 5.A.V 5.B.C 5.Y.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	1982	1346
2512	Central Amis	sand	tafok	t a f o k	2436	120 997 452 887 838	671	amis1246	1 7 3 7 1	AXBYN	TABUK	5	5.T.C 5.A.V 5.B.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	0	1982	1346
2513	Chamorro	sand	unai	u n a i	158	868 107 997 1076	671	cham1312	7 4 7 7	XBYZ	YNAI	6	6.Y.V 6.N.C 6.A.V 6.I.V	1.5 1.75 1.3 0.8	0	1983	1354
2514	Banoni	sand	pitsi	p i t s i	2683	291 1076 120 89 1076	671	bann1247	1 7 1 3 7	AXBCZ	PITSI	2	2.P.C 2.I.V 2.T.C 2.S.C 2.I.V	2.0 1.5 1.75 1.5 0.8	0	1979	1356
2515	Singhi	sand	sumat	s u m a t	2798	89 868 241 997 120	671	baub1235	3 7 4 7 1	AXBYN	SYMAT	15	15.S.C 15.Y.V 15.M.C 15.A.V 15.T.c	2.0 1.5 1.75 1.3 0.8	0	1991	1349
2516	Singhi	sand	pasir	p a s i r	702	291 997 89 1076 153	671	baub1235	1 7 3 7 5	AXBYN	PASIR	15	15.P.C 15.A.V 15.S.C 15.I.V 15.R.c	2.0 1.5 1.75 1.3 0.8	0	1985	1344
2557	Maloh	sea	roŋ#jawa	r o ŋ _ j a w a	1027	153 887 801 1190 570 997 462 997	1474	emba1238	5 7 4 9 6 7 6 7	AXN_AXBZ	RUN_JAWA	10	10.R.C 10.U.V 10.N.c 10._._ 10.J.C 10.A.V 10.W.C 10.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	0	2004	1368
2558	Merina_Malagasy	sea	ranomasina	r a n o m a s i n a	1116	153 997 107 887 241 997 89 1076 107 997	1474	plat1254	5 7 4 7 4 7 3 7 4 7	AXBYBYBYBZ	RANUMASINA	11	11.R.C 11.A.V 11.N.C 11.U.V 11.M.C 11.A.V 11.S.C 11.I.V 11.N.C 11.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	0	2004	1367
2559	Thao	sea	wazakan	w a z a k a n	1219	462 997 80 997 838 997 107	1474	thao1240	6 7 3 7 1 7 4	AXBYBYN	WASAKAN	17	17.W.C 17.A.V 17.S.C 17.A.V 17.K.C 17.A.V 17.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2011	1364
2560	Palauan	sea	cʰéi	cʰ e i	1338	604 1089 1076	1474	pala1344	1 7 7	AXZ	CEI	14	14.C.C 14.E.V 14.I.V	2.0 1.5 0.8	0	2008	1365
2561	Palauan	sea	daob	d a o b	1339	145 997 887 257	1474	pala1344	1 7 7 1	AXYN	TAUP	14	14.T.C 14.A.V 14.U.V 14.P.c	2.0 1.5 1.3 0.8	0	2018	1359
2562	Bare'e	sea	tasi	t a s i	839	120 997 89 1076	1474	pamo1252	1 7 3 7	AXBZ	TASI	3	3.T.C 3.A.V 3.S.C 3.I.V	2.0 1.5 1.75 0.8	0	1997	1357
2563	Iban	sea	laut	l a u t	224	554 997 868 120	1474	iban1264	5 7 7 1	AXYN	LAYT	8	8.L.C 8.A.V 8.Y.V 8.T.c	2.0 1.5 1.3 0.8	0	1995	1358
2564	Iban	sea	tasik	t a s i k	839	120 997 89 1076 838	1474	iban1264	1 7 3 7 1	AXBYN	TASIK	8	8.T.C 8.A.V 8.S.C 8.I.V 8.K.c	2.0 1.5 1.75 1.3 0.8	0	1997	1357
2565	Berawan_Long_Terawan	sea	diliʔ	d i l i ʔ	1672	145 1076 554 1076 409	1474	west2564	1 7 5 7 1	AXBYN	TILIH	4	4.T.C 4.I.V 4.L.C 4.I.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	1998	1371
2566	Moken	sea	ʔokiːn	ʔ o k iː n	1758	409 887 838 1068 107	1474	moke1242	1 7 1 7 4	AXBYN	HUKIN	12	12.H.C 12.U.V 12.K.C 12.I.V 12.N.c	2.0 1.5 1.75 1.3 0.8	0	2006	1366
2567	Hanunoo	sea	lawud	l a w u d	224	554 997 462 868 145	1474	hanu1241	5 7 6 7 1	AXBYN	LAWYT	7	7.L.C 7.A.V 7.W.C 7.Y.V 7.T.c	2.0 1.5 1.75 1.3 0.8	0	2001	1358
2568	Hanunoo	sea	dagat	d a ɡ a t	517	145 997 831 997 120	1474	hanu1241	1 7 1 7 1	AXBYN	TAKAT	7	7.T.C 7.A.V 7.K.C 7.A.V 7.T.c	2.0 1.5 1.75 1.3 0.8	0	1996	1360
2569	Wuna	sea	tehi	t e h i	839	120 1089 405 1076	1474	muna1247	1 7 3 7	AXBZ	TEHI	20	20.T.C 20.E.V 20.H.C 20.I.V	2.0 1.5 1.75 0.8	0	2013	1357
2570	Tetum	sea	tasi	t a s i	839	120 997 89 1076	1474	tetu1246	1 7 3 7	AXBZ	TASI	16	16.T.C 16.A.V 16.S.C 16.I.V	2.0 1.5 1.75 0.8	0	1997	1357
2571	Mailu	sea	lo	l o	224	554 887	1474	mail1248	5 7	AX	LU	9	9.L.C 9.U.V	2.0 1.5	0	2003	1369
2572	Tsou	sea	#tʉpʉ	_ t ʉ p ʉ	2178	1190 120 968 291 968	1474	tsou1248	9 1 7 1 7	_AXBZ	_TYPY	18	18._._ 18.T.C 18.Y.V 18.P.C 18.Y.V	0.0 2.0 1.5 1.75 0.8	0	2012	1363
2573	Nias	sea	asi	a s i	839	997 89 1076	1474	nias1242	7 3 7	XBZ	ASI	13	13.A.V 13.S.C 13.I.V	1.5 1.75 0.8	0	2007	1357
2574	Central Amis	sea	riar	r i a r	2438	153 1076 997 153	1474	amis1246	5 7 7 5	AXYN	RIAR	5	5.R.C 5.I.V 5.A.V 5.R.c	2.0 1.5 1.3 0.8	0	1999	1370
2575	Central Amis	sea	lijar	l i j a r	2439	554 1076 570 997 153	1474	amis1246	5 7 6 7 5	AXBYN	LIJAR	5	5.L.C 5.I.V 5.J.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 0.8	0	2015	1361
2576	Chamorro	sea	tasi	t a s i	839	120 997 89 1076	1474	cham1312	1 7 3 7	AXBZ	TASI	6	6.T.C 6.A.V 6.S.C 6.I.V	2.0 1.5 1.75 0.8	0	1997	1357
2577	Banoni	sea	tagisi	t a ɡ i s i	2686	120 997 831 1076 89 1076	1474	bann1247	1 7 1 7 3 7	AXBYBZ	TAKISI	2	2.T.C 2.A.V 2.K.C 2.I.V 2.S.C 2.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	1996	1357
2578	Banoni	sea	gutsini	ɡ u t s i n i	2687	831 868 120 89 1076 107 1076	1474	bann1247	1 7 1 3 7 4 7	AXBCYBZ	KYTSINI	2	2.K.C 2.Y.V 2.T.C 2.S.C 2.I.V 2.N.C 2.I.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	0	2014	1362
2579	Singhi	sea	raut	r a u t	224	153 997 868 120	1474	baub1235	5 7 7 1	AXYN	RAYT	15	15.R.C 15.A.V 15.Y.V 15.T.c	2.0 1.5 1.3 0.8	0	1995	1358
2580	Banggi	sea	loud	l o u d	224	554 887 868 145	1474	bong1289	5 7 7 1	AXYN	LUYT	1	1.L.C 1.U.V 1.Y.V 1.T.c	2.0 1.5 1.3 0.8	0	1995	1358
1659	Maloh	sharp	taram	t a r a m	535	120 997 153 997 241	1396	emba1238	1 7 5 7 4	AXBYN	TARAM	10	10.T.C 10.A.V 10.R.C 10.A.V 10.M.c	2.0 1.5 1.75 1.3 0.8	0	2028	1372
1660	Merina_Malagasy	sharp	pilopilo	p i l o p i l o	1093	291 1076 554 887 291 1076 554 887	1396	plat1254	1 7 5 7 1 7 5 7	AXBYBYBZ	PILUPILU	11	11.P.C 11.I.V 11.L.C 11.U.V 11.P.C 11.I.V 11.L.C 11.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	2029	1375
1661	Thao	sharp	malamlam	m a l a m l a m	1197	241 997 554 997 241 554 997 241	1396	thao1240	4 7 5 7 4 5 7 4	AXBYBCYN	MALAMLAM	17	17.M.C 17.A.V 17.L.C 17.A.V 17.M.C 17.L.C 17.A.V 17.M.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	0	2035	1372
1662	Palauan	sharp	kedorem	k e d o r e m	535	838 1089 145 887 153 1089 241	1396	pala1344	1 7 1 7 5 7 4	AXBYBYN	KETUREM	14	14.K.C 14.E.V 14.T.C 14.U.V 14.R.C 14.E.V 14.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2024	1372
1663	Tunjung	sharp	masuk	m a s u k	1434	241 997 89 868 838	1396	tunj1244	4 7 3 7 1	AXBYN	MASYK	19	19.M.C 19.A.V 19.S.C 19.Y.V 19.K.c	2.0 1.5 1.75 1.3 0.8	0	2037	1379
1664	Bare'e	sharp	mataja	m a t a j a	535	241 997 120 997 570 997	1396	pamo1252	4 7 1 7 6 7	AXBYBZ	MATAJA	3	3.M.C 3.A.V 3.T.C 3.A.V 3.J.C 3.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2021	1372
1665	Iban	sharp	tajam	t a j a m	535	120 997 570 997 241	1396	iban1264	1 7 6 7 4	AXBYN	TAJAM	8	8.T.C 8.A.V 8.J.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	0	2026	1372
1666	Berawan_Long_Terawan	sharp	nʲəiʔ	nʲ ə i ʔ	439	101 1022 1076 409	1396	west2564	4 7 7 1	AXYN	NEIH	4	4.N.C 4.E.V 4.I.V 4.H.c	2.0 1.5 1.3 0.8	0	2022	1373
1667	Moken	sharp	lajam	l a j a m	535	554 997 570 997 241	1396	moke1242	5 7 6 7 4	AXBYN	LAJAM	12	12.L.C 12.A.V 12.J.C 12.A.V 12.M.c	2.0 1.5 1.75 1.3 0.8	0	2030	1372
1668	Hanunoo	sharp	matarum	m a t a r u m	535	241 997 120 997 153 868 241	1396	hanu1241	4 7 1 7 5 7 4	AXBYBYN	MATARYM	7	7.M.C 7.A.V 7.T.C 7.A.V 7.R.C 7.Y.V 7.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2021	1372
1669	Wuna	sharp	noroko	n o r o k o	701	107 887 153 887 838 887	1396	muna1247	4 7 5 7 1 7	AXBYBZ	NURUKU	20	20.N.C 20.U.V 20.R.C 20.U.V 20.K.C 20.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2038	1380
1670	Tetum	sharp	meːk	m eː k	1901	241 1091 838	1396	tetu1246	4 7 1	AXN	MEK	16	16.M.C 16.E.V 16.K.c	2.0 1.5 0.8	0	2023	1377
1671	Tetum	sharp	kroat	k r o a t	498	838 153 887 997 120	1396	tetu1246	1 5 7 7 1	ACXYN	KRUAT	16	16.K.C 16.R.C 16.U.V 16.A.V 16.T.c	2.0 1.5 1.5 1.3 0.8	0	2040	1381
1672	Mailu	sharp	ani	a n i	1988	997 107 1076	1396	mail1248	7 4 7	XBZ	ANI	9	9.A.V 9.N.C 9.I.V	1.5 1.75 0.8	1	2019	1374
1673	Tsou	sharp	maeno	m a e n o	2147	241 997 1089 107 887	1396	tsou1248	4 7 7 4 7	AXYBZ	MAENU	18	18.M.C 18.A.V 18.E.V 18.N.C 18.U.V	2.0 1.5 1.3 1.75 0.8	0	2036	1378
1674	Nias	sharp	atarõ	a t a r õ	535	997 120 997 153 883	1396	nias1242	7 1 7 5 7	XBYBZ	ATARU	13	13.A.V 13.T.C 13.A.V 13.R.C 13.U.V	1.5 1.75 1.3 1.75 0.8	0	2031	1372
1675	Central Amis	sharp	macilem	m a c i l e m	2393	241 997 606 1076 554 1089 241	1396	amis1246	4 7 1 7 5 7 4	AXBYBYN	MACILEM	5	5.M.C 5.A.V 5.C.C 5.I.V 5.L.C 5.E.V 5.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2023	1372
1676	Central Amis	sharp	matalem	m a t a l e m	535	241 997 120 997 554 1089 241	1396	amis1246	4 7 1 7 5 7 4	AXBYBYN	MATALEM	5	5.M.C 5.A.V 5.T.C 5.A.V 5.L.C 5.E.V 5.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2021	1372
1677	Chamorro	sharp	kadidok	k a d i d o k	2540	838 997 145 1076 145 887 838	1396	cham1312	1 7 1 7 1 7 1	AXBYBYN	KATITUK	6	6.K.C 6.A.V 6.T.C 6.I.V 6.T.C 6.U.V 6.K.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2024	1383
1678	Banoni	sharp	gʰeːgʰame	ɡʰ eː ɡʰ a m e	636	836 1091 836 997 241 1089	1396	bann1247	1 7 1 7 4 7	AXBYBZ	KEKAME	2	2.K.C 2.E.V 2.K.C 2.A.V 2.M.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2020	1382
1679	Singhi	sharp	roja	r o j a	2781	153 887 570 997	1396	baub1235	5 7 6 7	AXBZ	RUJA	15	15.R.C 15.U.V 15.J.C 15.A.V	2.0 1.5 1.75 0.8	0	2030	1376
1680	Banggi	sharp	entaram	e n t a r a m	535	1089 107 120 997 153 997 241	1396	bong1289	7 4 1 7 5 7 4	XMBYBYN	ENTARAM	1	1.E.V 1.N.c 1.T.C 1.A.V 1.R.C 1.A.V 1.M.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	0	2019	1372
3213	Maloh	short	pandak	p a n d a k	356	291 997 107 145 997 838	1645	emba1238	1 7 4 1 7 1	AXMBYN	PANTAK	10	10.P.C 10.A.V 10.N.c 10.T.C 10.A.V 10.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	2048	1384
3214	Merina_Malagasy	short	fohj	f o h j	1131	452 887 405 570	1645	plat1254	3 7 3 6	AXBC	BUHJ	11	11.B.C 11.U.V 11.H.C 11.J.C	2.0 1.5 1.75 1.5	0	2041	1385
3215	Thao	short	luish	l u i s h	1235	554 868 1076 89 405	1645	thao1240	5 7 7 3 3	AXYLN	LYISH	17	17.L.C 17.Y.V 17.I.V 17.S.c 17.H.c	2.0 1.5 1.3 1.1 0.8	0	2056	1392
3216	Palauan	short	kedéb	k e d e b	1361	838 1089 145 1089 257	1645	pala1344	1 7 1 7 1	AXBYN	KETEP	14	14.K.C 14.E.V 14.T.C 14.E.V 14.P.c	2.0 1.5 1.75 1.3 0.8	0	2053	1391
3217	Tunjung	short	idok	i d o k	356	1076 145 887 838	1645	tunj1244	7 1 7 1	XBYN	ITUK	19	19.I.V 19.T.C 19.U.V 19.K.c	1.5 1.75 1.3 0.8	0	2043	1384
3218	Bare'e	short	ede	e d e	1539	1089 145 1089	1645	pamo1252	7 1 7	XBZ	ETE	3	3.E.V 3.T.C 3.E.V	1.5 1.75 0.8	0	2043	1384
3219	Iban	short	pandak	p a n d a k	356	291 997 107 145 997 838	1645	iban1264	1 7 4 1 7 1	AXMBYN	PANTAK	8	8.P.C 8.A.V 8.N.c 8.T.C 8.A.V 8.K.c	2.0 1.5 1.1 1.75 1.3 0.8	0	2048	1384
3220	Iban	short	pandau	p a n d a u	356	291 997 107 145 997 868	1645	iban1264	1 7 4 1 7 7	AXMBYZ	PANTAY	8	8.P.C 8.A.V 8.N.c 8.T.C 8.A.V 8.Y.V	2.0 1.5 1.1 1.75 1.3 0.8	0	2048	1384
3221	Berawan_Long_Terawan	short	diciʔ	d i c i ʔ	1683	145 1076 606 1076 409	1645	west2564	1 7 1 7 1	AXBYN	TICIH	4	4.T.C 4.I.V 4.C.C 4.I.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	2044	1388
3222	Moken	short	babaːk	b a b aː k	397	257 997 257 1004 838	1645	moke1242	1 7 1 7 1	AXBYN	PAPAK	12	12.P.C 12.A.V 12.P.C 12.A.V 12.K.c	2.0 1.5 1.75 1.3 0.8	0	2051	1384
3223	Hanunoo	short	ababaʔ	a b a b a ʔ	397	997 257 997 257 997 409	1645	hanu1241	7 1 7 1 7 1	XBYBYN	APAPAH	7	7.A.V 7.P.C 7.A.V 7.P.C 7.A.V 7.H.c	1.5 1.75 1.3 1.75 1.3 0.8	0	2047	1384
3224	Hanunoo	short	dagʔud	d a ɡ ʔ u d	1841	145 997 831 409 868 145	1645	hanu1241	1 7 1 1 7 1	AXMBYN	TAKHYT	7	7.T.C 7.A.V 7.K.c 7.H.C 7.Y.V 7.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	2044	1395
3225	Wuna	short	nokubu	n o k u b u	491	107 887 838 868 257 868	1645	muna1247	4 7 1 7 1 7	AXBYBZ	NUKYPY	20	20.N.C 20.U.V 20.K.C 20.Y.V 20.P.C 20.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2059	1394
3226	Tetum	short	betːek	b e tː e k	-397	257 1089 130 1089 838	1645	tetu1246	1 7 1 7 1	AXBYN	PETEK	16	16.P.C 16.E.V 16.T.C 16.E.V 16.K.c	2.0 1.5 1.75 1.3 0.8	0	2055	1384
3227	Tetum	short	badak	b a d a k	397	257 997 145 997 838	1645	tetu1246	1 7 1 7 1	AXBYN	PATAK	16	16.P.C 16.A.V 16.T.C 16.A.V 16.K.c	2.0 1.5 1.75 1.3 0.8	0	2055	1384
3228	Tsou	short	nanʉhtʉ	n a n ʉ h t ʉ	2201	107 997 107 968 405 120 968	1645	tsou1248	4 7 4 7 3 1 7	AXBYMBZ	NANYHTY	18	18.N.C 18.A.V 18.N.C 18.Y.V 18.H.c 18.T.C 18.Y.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	0	2057	1393
3229	Nias	short	adoŋo	a d o ŋ o	2307	997 145 887 801 887	1645	nias1242	7 1 7 4 7	XBYBZ	ATUNU	13	13.A.V 13.T.C 13.U.V 13.N.C 13.U.V	1.5 1.75 1.3 1.75 0.8	0	2043	1390
3230	Central Amis	short	kamukuʕ	k a m u k u ʕ	2474	838 997 241 868 838 868 641	1645	amis1246	1 7 4 7 1 7 1	AXBYBYN	KAMYKYH	5	5.K.C 5.A.V 5.M.C 5.Y.V 5.K.C 5.Y.V 5.H.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	2045	1389
3231	Chamorro	short	étigu	e t i ɡ u	2571	1089 120 1076 831 868	1645	cham1312	7 1 7 1 7	XBYBZ	ETIKY	6	6.E.V 6.T.C 6.I.V 6.K.C 6.Y.V	1.5 1.75 1.3 1.75 0.8	0	2043	1396
3232	Banoni	short	kukubuna	k u k u b u n a	2718	838 868 838 868 257 868 107 997	1645	bann1247	1 7 1 7 1 7 4 7	AXBYBYBZ	KYKYPYNA	2	2.K.C 2.Y.V 2.K.C 2.Y.V 2.P.C 2.Y.V 2.N.C 2.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	2042	1387
3233	Banoni	short	kubunu	k u b u n u	2719	838 868 257 868 107 868	1645	bann1247	1 7 1 7 4 7	AXBYBZ	KYPYNY	2	2.K.C 2.Y.V 2.P.C 2.Y.V 2.N.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2060	1387
3234	Singhi	short	kodit	k o d i t	2814	838 887 145 1076 120	1645	baub1235	1 7 1 7 1	AXBYN	KUTIT	15	15.K.C 15.U.V 15.T.C 15.I.V 15.T.c	2.0 1.5 1.75 1.3 0.8	0	2053	1386
3235	Singhi	short	kode	k o d e	2815	838 887 145 1089	1645	baub1235	1 7 1 7	AXBZ	KUTE	15	15.K.C 15.U.V 15.T.C 15.E.V	2.0 1.5 1.75 0.8	0	2053	1386
3236	Banggi	short	puhu	p u h u	2878	291 868 405 868	1645	bong1289	1 7 3 7	AXBZ	PYHY	1	1.P.C 1.Y.V 1.H.C 1.Y.V	2.0 1.5 1.75 0.8	0	2041	1385
360	Maloh	shoulder	babaŋ	b a b a ŋ	419	257 997 257 997 801	1482	emba1238	1 7 1 7 4	AXBYN	PAPAN	10	10.P.C 10.A.V 10.P.C 10.A.V 10.N.c	2.0 1.5 1.75 1.3 0.8	0	2070	1397
361	Merina_Malagasy	shoulder	soroka	s o r o k a	1059	89 887 153 887 838 997	1482	plat1254	3 7 5 7 1 7	AXBYBZ	SURUKA	11	11.S.C 11.U.V 11.R.C 11.U.V 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2071	1409
362	Thao	shoulder	qalhafa	q a l h a f a	102	757 997 554 405 997 452 997	1482	thao1240	1 7 5 3 7 3 7	AXMBYBZ	KALHABA	17	17.K.C 17.A.V 17.L.c 17.H.C 17.A.V 17.B.C 17.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	2076	1405
363	Palauan	shoulder	oŋeluŋel	o ŋ e l u ŋ e l	1261	887 801 1089 554 868 801 1089 554	1482	pala1344	7 4 7 5 7 4 7 5	XBYBYBYN	UNELYNEL	14	14.U.V 14.N.C 14.E.V 14.L.C 14.Y.V 14.N.C 14.E.V 14.L.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	0	2073	1407
364	Tunjung	shoulder	bahuq	b a h u q	1408	257 997 405 868 757	1482	tunj1244	1 7 3 7 1	AXBYN	PAHYK	19	19.P.C 19.A.V 19.H.C 19.Y.V 19.K.c	2.0 1.5 1.75 1.3 0.8	0	2078	1398
365	Bare'e	shoulder	awaː	a w aː	102	997 462 1004	1482	pamo1252	7 6 7	XBZ	AWA	3	3.A.V 3.W.C 3.A.V	1.5 1.75 0.8	0	2061	1400
366	Iban	shoulder	bau	b a u	295	257 997 868	1482	iban1264	1 7 7	AXZ	PAY	8	8.P.C 8.A.V 8.Y.V	2.0 1.5 0.8	0	2068	1398
367	Berawan_Long_Terawan	shoulder	bikih	b i k i h	-102	257 1076 838 1076 405	1482	west2564	1 7 1 7 3	AXBYN	PIKIH	4	4.P.C 4.I.V 4.K.C 4.I.V 4.H.c	2.0 1.5 1.75 1.3 0.8	0	2064	1412
368	Hanunoo	shoulder	labaj	l a b a j	1802	554 997 257 997 570	1482	hanu1241	5 7 1 7 6	AXBYN	LAPAJ	7	7.L.C 7.A.V 7.P.C 7.A.V 7.J.c	2.0 1.5 1.75 1.3 0.8	0	2067	1401
369	Wuna	shoulder	gʰofea	ɡʰ o f e a	-102	836 887 452 1089 997	1482	muna1247	1 7 3 7 7	AXBYZ	KUBEA	20	20.K.C 20.U.V 20.B.C 20.E.V 20.A.V	2.0 1.5 1.75 1.3 0.8	0	2069	1403
370	Tetum	shoulder	baːs	b aː s	-135	257 1004 89	1482	tetu1246	1 7 3	AXN	PAS	16	16.P.C 16.A.V 16.S.c	2.0 1.5 0.8	0	2075	1406
371	Mailu	shoulder	gabi	ɡ a b i	1945	831 997 257 1076	1482	mail1248	1 7 1 7	AXBZ	KAPI	9	9.K.C 9.A.V 9.P.C 9.I.V	2.0 1.5 1.75 0.8	0	2069	1410
372	Tsou	shoulder	eiʔsi	e i ʔ s i	2106	1089 1076 409 89 1076	1482	tsou1248	7 7 1 3 7	XYBCZ	EIHSI	18	18.E.V 18.I.V 18.H.C 18.S.C 18.I.V	1.5 1.3 1.75 1.5 0.8	0	2077	1404
373	Nias	shoulder	alisi	a l i s i	2231	997 554 1076 89 1076	1482	nias1242	7 5 7 3 7	XBYBZ	ALISI	13	13.A.V 13.L.C 13.I.V 13.S.C 13.I.V	1.5 1.75 1.3 1.75 0.8	0	2072	1408
374	Central Amis	shoulder	afala	a f a l a	102	997 452 997 554 997	1482	amis1246	7 3 7 5 7	XBYBZ	ABALA	5	5.A.V 5.B.C 5.A.V 5.L.C 5.A.V	1.5 1.75 1.3 1.75 0.8	0	2065	1399
375	Central Amis	shoulder	ʔafala	ʔ a f a l a	102	409 997 452 997 554 997	1482	amis1246	1 7 3 7 5 7	AXBYBZ	HABALA	5	5.H.C 5.A.V 5.B.C 5.A.V 5.L.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	2065	1399
376	Chamorro	shoulder	apaga	a p a ɡ a	102	997 291 997 831 997	1482	cham1312	7 1 7 1 7	XBYBZ	APAKA	6	6.A.V 6.P.C 6.A.V 6.K.C 6.A.V	1.5 1.75 1.3 1.75 0.8	0	2065	1411
